KNN Without PCR,MLP Without PCR,PCR,MLP,KNN,CNN1d,CNN2d,NO,UNet,ET,ET Without PCR
0.23584474623203278,0.13105542957782745,0.09103510528802872,0.09118492156267166,0.08761104196310043,0.08534004521924396,0.0864999349727187,0.08213953084723893,0.09050619324972463,,0.25185056882028056
0.22915397584438324,0.13027822971343994,0.09077315777540207,0.09054163843393326,0.08726325631141663,0.08477626290432243,0.08606295807417048,0.0797323459802672,,,0.24450432065449595
0.2353278547525406,0.13132981956005096,0.09122277051210403,0.09046703577041626,0.0876634493470192,0.08467957585356957,0.08636909307435502,0.08239608587220658,,,0.2521792149351342
0.23574987053871155,0.1331903338432312,0.092499740421772,0.09272637218236923,0.08900681883096695,0.08397166119065395,0.08567917624185252,0.07815838414569233,,,0.2510641861241727
0.22692058980464935,0.1270180642604828,0.0880022794008255,0.08742193132638931,0.08439671993255615,0.08729544905729072,0.08922181573025016,0.08016757077948991,,,0.24086681302016086
